Genome_ID,Species,Chemotype,Toxin_System,Gene,Chromosome_or_Contig,Start,End,Strand,Multiple_hits_for_gene,Multiple_contigs_for_gene,Representative_HSP_count,Query_length,Query_covered_bp,Combined_query_coverage_percent,Weighted_percent_identity,Total_bitscore,Best_evalue
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI14,CP099493.1,5478035,5479208,+,False,False,2,1116,1116,100.0,99.10516994633274,2010,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI17,CP099492.1,3676953,3677709,-,False,False,1,756,756,100.0,99.604,1380,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI20,CP099492.1,3690001,3690698,+,False,False,1,749,698,93.1909212283044,99.427,1267,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI201,CP099493.1,4696833,4698202,+,False,False,3,1267,1267,100.0,99.29061780929867,2295,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI21,CP099492.1,3693315,3694108,-,False,False,1,827,794,96.00967351874245,99.118,1428,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI22,CP099493.1,4693479,4695291,-,False,False,3,1681,1681,100.0,98.99096023738873,3014,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI3,CP099493.1,5456103,5457871,+,False,False,4,1554,1519,97.74774774774775,97.58787353324642,2629,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI4,CP099493.1,5458827,5460570,-,False,False,4,1563,1563,100.0,97.19052873563217,2648,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI5,CP099493.1,5465325,5466513,+,False,False,2,1128,1128,100.0,95.1240815602837,1779,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI6,CP099493.1,5461745,5462401,+,False,False,1,657,657,100.0,98.326,1153,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI8,CP099493.1,5454195,5455493,-,False,False,1,1299,1299,100.0,97.691,2233,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI9,CP099493.1,5469195,5469326,-,False,False,1,132,132,100.0,97.727,228,8.12e-60
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI1,CM122890.1,345129,346881,+,False,False,5,1539,1539,100.0,97.86119896305897,2670,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI10,CM122891.1,5512752,5514101,+,False,False,2,1263,1252,99.12905779889152,94.56905591054313,1937,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI101,CM122891.1,4697183,4699699,+,False,False,2,2469,2467,99.91899554475496,97.28608748481167,4189,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI11,CM122891.1,5516058,5517795,-,False,False,1,1722,1720,99.88385598141696,84.668,1709,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI12,CM122891.1,5518389,5520346,-,False,False,3,1797,1797,100.0,91.72674847307053,2499,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI14,CM122891.1,5523694,5524862,+,False,False,2,1116,1116,100.0,99.5524686940966,2038,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI17,CM122893.1,4332706,4333461,+,False,False,1,756,756,100.0,99.60300000000001,1380,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI20,CM122893.1,4319715,4320415,-,False,False,1,749,701,93.59145527369826,98.573,1240,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI201,CM122891.1,4694448,4695817,+,False,False,3,1267,1267,100.0,98.97561150512215,2273,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI21,CM122893.1,4316313,4317106,+,False,False,1,827,794,96.00967351874245,99.37,1439,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI22,CM122891.1,4691085,4692900,-,False,False,3,1681,1681,100.0,99.28776379821959,3043,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI3,CM122891.1,5501468,5503230,+,False,False,4,1554,1519,97.74774774774775,91.36094960732983,2093,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI4,CM122891.1,5504402,5506145,-,False,False,4,1563,1563,100.0,97.443896485623,2670,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI5,CM122891.1,5510905,5512084,+,False,False,2,1128,1128,100.0,95.30160638297872,1791,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI6,CM122891.1,5507322,5507978,+,False,False,1,657,657,100.0,96.049,1070,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI7,CM122891.1,5499248,5500670,+,False,False,2,1398,1378,98.56938483547926,81.14148554913294,1095,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI8,CM122891.1,5497267,5498601,-,False,False,1,1338,1338,100.0,88.49,1615,0.0
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,TRI9,CM122891.1,5514697,5514828,-,False,False,1,132,132,100.0,99.242,239,3.62e-63
GCA_052857265.1,Fusarium equiseti,Not reported ,TRI,TRI101,JAOANM010000002.1,474019,476350,+,False,False,2,2469,2289,92.70959902794654,88.26347294938917,2734,0.0
GCA_052857265.1,Fusarium equiseti,Not reported ,TRI,TRI21,JAOANM010000017.1,469098,469894,-,False,False,1,827,794,96.00967351874245,84.442,782,0.0
GCA_052857265.1,Fusarium equiseti,Not reported ,TRI,TRI22,JAOANM010000002.1,467973,469421,-,False,False,2,1681,1401,83.34324806662701,88.38992592592594,1691,0.0
GCA_052857265.1,Fusarium equiseti,Not reported ,TRI,TRI5,JAOANM010000002.1,1672703,1673879,+,False,False,2,1128,1114,98.75886524822694,79.99976412556053,819,7.120000000000001e-124
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI1,CM137277.1,11550678,11552431,-,False,False,5,1539,1539,100.0,97.80069081500648,2671,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI10,CM137278.1,3527112,3528461,-,False,False,2,1263,1252,99.12905779889152,94.80822444089456,1953,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI101,CM137278.1,4308764,4311281,-,False,False,2,2469,2467,99.91899554475496,97.32795384615386,4195,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI11,CM137278.1,3523396,3525137,+,False,False,1,1722,1722,100.0,85.003,1748,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI12,CM137278.1,3520844,3522822,+,False,False,3,1872,1866,99.67948717948718,91.28789898450027,2547,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI14,CM137278.1,3516325,3517497,-,False,False,2,1116,1115,99.91039426523297,96.86676723366159,1870,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI17,CM137279.1,1816081,1816833,+,False,False,1,756,753,99.60317460317461,98.00799999999998,1308,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI20,CM137279.1,1802964,1803664,-,False,False,1,749,701,93.59145527369826,99.001,1256,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI201,CM137278.1,4312639,4313995,-,False,False,3,1267,1267,100.0,94.65394496855346,1956,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI21,CM137279.1,1799561,1800354,+,False,False,1,827,794,96.00967351874245,98.489,1400,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI22,CM137278.1,4315545,4317345,+,False,False,3,1681,1681,100.0,97.56651513353117,2868,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI3,CM137278.1,3537797,3539559,-,False,False,4,1554,1522,97.94079794079794,91.54816580645162,2138,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI4,CM137278.1,3535076,3536814,+,False,False,4,1563,1563,100.0,96.61325111821085,2595,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI5,CM137278.1,3529133,3530312,-,False,False,2,1128,1128,100.0,95.478625,1802,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI6,CM137278.1,3533252,3533908,-,False,False,1,657,657,100.0,95.745,1059,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI7,CM137278.1,3540372,3541794,-,False,False,2,1398,1375,98.35479256080114,80.76911103047895,1066,2.2900000000000002e-179
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI8,CM137278.1,3542442,3543776,+,False,False,1,1338,1338,100.0,88.358,1604,0.0
GCA_054553065.1,Fusarium cerealis,NIV,TRI,TRI9,CM137278.1,3526381,3526512,+,False,False,1,132,132,100.0,99.242,239,3.58e-63
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI10,LN649230.1,5620052,5621391,+,False,False,2,1263,1263,100.0,92.6479090909091,1822,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI101,LN649230.1,4819605,4822069,+,False,False,2,2469,2414,97.77237748076143,91.60490694789083,3338,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI11,LN649230.1,5623260,5624984,-,False,False,1,1722,1722,100.0,86.209,1858,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI12,LN649230.1,5625564,5627466,-,False,False,1,1902,1902,100.0,81.842,1585,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI13,LN649230.1,5628167,5629995,-,False,False,2,1764,1764,100.0,91.90284258210644,2470,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI14,LN649230.1,5631069,5631982,+,False,False,1,928,914,98.49137931034483,92.88799999999999,1328,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI16,LN649229.1,235907,237351,-,False,False,1,1482,1448,97.70580296896087,77.008,815,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI17,LN649231.1,3859718,3860469,-,False,False,1,756,756,100.0,91.96300000000001,1055,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI20,LN649231.1,3872119,3872816,+,False,False,1,749,698,93.1909212283044,88.682,852,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI201,LN649230.1,4816854,4818220,+,False,False,3,1267,1267,100.0,90.9659897879026,1705,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI21,LN649231.1,3875401,3876191,-,False,False,1,827,794,96.00967351874245,92.317,1125,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI22,LN649230.1,4813654,4815336,-,False,False,3,1681,1557,92.62343842950625,94.10656310057655,2375,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI3,LN649230.1,5609128,5610907,+,False,False,3,1560,1397,89.55128205128206,91.55939484978539,1928,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI4,LN649230.1,5611780,5613521,-,False,False,3,1563,1372,87.77991042866283,93.22137973760934,2020,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI5,LN649230.1,5618204,5619406,+,False,False,2,1134,1134,100.0,93.52615485564303,1693,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI6,LN649230.1,5614671,5615357,+,False,False,1,693,693,100.0,94.372,1059,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI7,LN649230.1,5606869,5608284,+,False,False,2,1398,1366,97.71101573676681,93.20180701754387,2012,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI8,LN649230.1,5604849,5606192,-,False,False,1,1341,1341,100.0,91.518,1847,0.0
GCA_900007375.1,Fusarium venenatum,NP,TRI ,TRI9,LN649230.1,5622006,5622137,-,False,False,1,132,132,100.0,95.455,211,8.23e-55
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI1,HG970332.2,291505,293259,+,False,False,5,1539,1539,100.0,97.34282372002593,2625,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI10,HG970333.1,5407706,5409058,+,False,False,2,1263,1263,100.0,93.91768799368089,1912,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI101,HG970333.1,4630760,4633278,+,False,False,2,2469,2469,100.0,100.0,4564,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI11,HG970333.1,5410953,5412693,-,False,False,1,1722,1722,100.0,84.162,1663,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI12,HG970333.1,5413251,5415227,-,False,False,3,1872,1872,100.0,100.0,3459,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI14,HG970333.1,5418308,5419477,+,False,False,2,1116,1116,100.0,100.0,2066,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI17,HG970334.1,3547255,3548010,-,False,False,1,756,756,100.0,100.0,1397,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI20,HG970334.1,3560329,3561029,+,False,False,1,749,701,93.59145527369826,100.0,1295,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI201,HG970333.1,4628036,4629405,+,False,False,3,1267,1267,100.0,100.0,2346,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI21,HG970334.1,3563642,3564435,-,False,False,1,827,794,96.00967351874245,100.0,1467,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI22,HG970333.1,4624670,4626488,-,False,False,3,1681,1681,100.0,100.0,3113,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI3,HG970333.1,5396677,5398444,+,False,False,4,1554,1517,97.61904761904762,92.33303014416775,2172,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI4,HG970333.1,5399398,5401139,-,False,False,4,1563,1563,100.0,100.0,2892,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI5,HG970333.1,5405852,5407038,+,False,False,2,1128,1128,100.0,100.0,2085,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI6,HG970333.1,5402308,5402964,+,False,False,1,657,657,100.0,96.499,1086,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI8,HG970333.1,5392461,5393798,-,False,False,1,1338,1338,100.0,100.0,2471,0.0
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,TRI9,HG970333.1,5409654,5409785,-,False,False,1,132,132,100.0,100.0,244,7.98e-65
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI1,LT598659.1,347485,349238,+,False,False,5,1539,1539,100.0,97.53707841866493,2642,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI10,LT598660.1,5601929,5603281,+,False,False,2,1263,1263,100.0,94.31284439178515,1940,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI11,LT598660.1,5605210,5606952,-,False,False,1,1722,1722,100.0,83.847,1631,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI12,LT598660.1,5607503,5609481,-,False,False,3,1797,1795,99.88870339454647,95.04735614913744,2825,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI14,LT598660.1,5613122,5614290,+,False,False,2,1116,1116,100.0,97.2274168157424,1895,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI17,LT598661.1,3557186,3557938,-,False,False,1,756,753,99.60317460317461,98.274,1319,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI20,LT598661.1,3570453,3571153,+,False,False,1,749,701,93.59145527369826,99.001,1256,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI201,LT598660.1,4804145,4805501,+,False,False,3,1267,1267,100.0,94.41811477987422,1940,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI21,LT598661.1,3573762,3574555,-,False,False,1,827,794,96.00967351874245,98.363,1395,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI3,LT598660.1,5590533,5592301,+,False,False,4,1554,1519,97.74774774774775,95.95824706649283,2489,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI4,LT598660.1,5593627,5595370,-,False,False,4,1563,1563,100.0,97.18874568690097,2649,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI5,LT598660.1,5600080,5601267,+,False,False,2,1128,1128,100.0,96.45362943262411,1863,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI6,LT598660.1,5596535,5597191,+,False,False,1,657,657,100.0,97.108,1109,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI8,LT598660.1,5588614,5589912,-,False,False,1,1299,1299,100.0,97.46,2217,0.0
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,TRI9,LT598660.1,5603878,5604009,-,False,False,1,132,132,100.0,99.242,239,4.09e-63
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI1,NC_026474.1,282627,284381,+,False,False,5,1539,1539,100.0,97.34282372002593,2625,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI10,NC_026475.1,6646050,6647402,-,False,False,2,1263,1263,100.0,93.98279414093429,1912,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI101,NC_026475.1,7421768,7424286,-,False,False,2,2469,2469,100.0,100.0,4564,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI11,NC_026475.1,6642415,6644155,+,False,False,1,1722,1722,100.0,84.162,1663,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI12,NC_026475.1,6639881,6641857,+,False,False,3,1872,1872,100.0,100.0,3459,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI14,NC_026475.1,6635631,6636800,-,False,False,2,1116,1116,100.0,100.0,2066,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI17,NC_026476.1,3546409,3547164,-,False,False,1,756,756,100.0,100.0,1397,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI20,NC_026476.1,3559483,3560183,+,False,False,1,749,701,93.59145527369826,100.0,1295,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI201,NC_026475.1,7425641,7427010,-,False,False,3,1267,1267,100.0,100.0,2346,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI21,NC_026476.1,3562796,3563589,-,False,False,1,827,794,96.00967351874245,100.0,1467,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI22,NC_026475.1,7428558,7430376,+,False,False,3,1681,1681,100.0,100.0,3113,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI3,NC_026475.1,6656664,6658431,-,False,False,4,1554,1517,97.61904761904762,92.33303014416775,2172,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI4,NC_026475.1,6653969,6655710,+,False,False,4,1563,1563,100.0,100.0,2892,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI5,NC_026475.1,6648070,6649256,-,False,False,2,1128,1128,100.0,100.0,2085,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI6,NC_026475.1,6652144,6652800,-,False,False,1,657,657,100.0,96.499,1086,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI8,NC_026475.1,6661310,6662647,+,False,False,1,1338,1338,100.0,100.0,2471,0.0
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,TRI9,NC_026475.1,6645323,6645454,+,False,False,1,132,132,100.0,100.0,244,7.72e-65
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI1,NC_031951.1,249932,251686,+,False,False,5,1539,1539,100.0,100.0,2852,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI10,NC_031952.1,5427885,5429231,+,False,False,2,1263,1263,100.0,100.0,2340,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI101,NC_031952.1,4626250,4628764,+,False,False,2,2469,2467,99.91899554475496,96.2331057108141,4044,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI11,NC_031952.1,5431218,5432945,-,False,False,1,1722,1722,100.0,84.289,1668,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI12,NC_031952.1,5433510,5435484,-,False,False,3,1797,1797,100.0,100.0,3322,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI14,NC_031952.1,5438695,5439867,+,False,False,2,1116,1115,99.91039426523297,96.50830796777082,1848,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI17,NC_031953.1,3565188,3565940,-,False,False,1,756,753,99.60317460317461,96.813,1258,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI20,NC_031953.1,3576681,3577381,+,False,False,1,749,701,93.59145527369826,96.434,1157,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI201,NC_031952.1,4623516,4624889,+,False,False,3,1267,1267,100.0,95.28297641509434,2014,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI21,NC_031953.1,3579988,3580781,-,False,False,1,827,794,96.00967351874245,97.229,1345,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI22,NC_031952.1,4620172,4621985,-,False,False,3,1681,1681,100.0,97.44793768545993,2870,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI3,NC_031952.1,5416565,5418333,+,False,False,4,1554,1519,97.74774774774775,99.73910104302476,2811,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI4,NC_031952.1,5419503,5421246,-,False,False,4,1563,1563,100.0,99.93621159974506,2894,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI5,NC_031952.1,5425964,5427160,+,False,False,2,1128,1128,100.0,100.0,2085,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI6,NC_031952.1,5422409,5423065,+,False,False,1,657,657,100.0,100.0,1214,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI8,NC_031952.1,5414651,5415949,-,False,False,1,1299,1299,100.0,100.0,2399,0.0
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,TRI9,NC_031952.1,5429839,5429970,-,False,False,1,132,132,100.0,96.97,222,3.63e-58
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI1,NC_058399.1,48396,50157,-,False,False,5,1536,1536,100.0,99.80702316602317,2854,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI10,NC_058400.1,5881201,5882540,+,False,False,2,1263,1263,100.0,100.0,2338,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI101,NC_058400.1,5068055,5070577,+,False,False,2,2469,2467,99.91899554475496,90.99360056542812,3330,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI11,NC_058400.1,5884411,5886143,-,False,False,1,1722,1722,100.0,86.11,1855,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI12,NC_058400.1,5886762,5888669,-,False,False,3,1800,1799,99.94444444444444,99.94455388888888,3321,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI13,NC_058400.1,5889392,5891216,-,False,False,2,1764,1764,100.0,100.0,3262,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI14,NC_058400.1,5892288,5893215,+,False,False,1,928,928,100.0,100.0,1714,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI17,NC_058401.1,4216394,4217148,-,False,False,1,756,741,98.01587301587301,89.68299999999999,950,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI20,NC_058401.1,4227721,4228421,+,False,False,1,749,698,93.1909212283044,87.179,793,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI21,NC_058401.1,4230995,4231788,-,False,False,1,827,794,96.00967351874245,91.688,1101,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI22,NC_058400.1,5062118,5063805,-,False,False,3,1681,1557,92.62343842950625,93.08129404228059,2285,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI3,NC_058400.1,5867981,5869760,+,False,False,4,1560,1529,98.01282051282051,99.93469562377531,2822,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI4,NC_058400.1,5870637,5872378,-,False,False,4,1563,1563,100.0,99.93621159974506,2894,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI5,NC_058400.1,5879310,5880503,+,False,False,2,1134,1134,100.0,100.0,2096,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI6,NC_058400.1,5873557,5874249,+,False,False,1,693,693,100.0,100.0,1280,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI7,NC_058400.1,5865018,5866463,+,False,False,2,1398,1398,100.0,100.0,2587,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI8,NC_058400.1,5863037,5864377,-,False,False,1,1341,1341,100.0,100.0,2477,0.0
GCF_019609905.1,Fusarium poae,NIV,TRI,TRI9,NC_058400.1,5883148,5883279,-,False,False,1,132,132,100.0,100.0,244,9.23e-65
GCF_020744385.1,Fusarium flagelliforme,Not reported ,TRI,TRI101,NW_025763509.1,620920,623242,+,False,False,2,2469,2278,92.26407452409883,88.57498175499566,2782,0.0
GCF_020744385.1,Fusarium flagelliforme,Not reported ,TRI,TRI22,NW_025763509.1,614894,616353,-,False,False,2,1681,1408,83.75966686496133,88.9123220338983,1743,0.0
GCF_020744385.1,Fusarium flagelliforme,Not reported ,TRI,TRI4,NW_025763509.1,2078124,2079308,+,False,False,2,1563,1133,72.48880358285349,79.52549912126538,803,0.0
GCF_020744385.1,Fusarium flagelliforme,Not reported ,TRI,TRI5,NW_025763509.1,2071527,2072627,-,False,False,1,1185,1109,93.58649789029536,80.59,839,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI10,NC_139293.1,3767377,3768716,-,False,False,2,1263,1263,100.0,91.46264743083003,1739,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI101,NC_139293.1,4541598,4544097,-,False,False,2,2469,2467,99.91899554475496,90.86121754953498,3294,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI11,NC_139293.1,3763828,3765552,+,False,False,1,1722,1722,100.0,86.85599999999998,1925,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI12,NC_139293.1,3761352,3763251,+,False,False,1,1902,1902,100.0,81.751,1580,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI13,NC_139293.1,3758788,3760612,+,False,False,2,1764,1764,100.0,90.71336126840318,2354,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI14,NC_139293.1,3756792,3757717,-,False,False,1,928,926,99.78448275862068,92.549,1328,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI16,NC_139294.1,58508,59554,-,False,False,1,1482,1047,70.64777327935222,88.263,1253,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI17,NC_139292.1,3947996,3948747,-,False,False,1,756,756,100.0,92.19599999999998,1066,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI20,NC_139292.1,3959694,3960391,+,False,False,1,749,698,93.1909212283044,87.268,797,0.0
